1_ortho	4_cgram	11_infover	5_genre
rechargeant	VER	par:pre;	na
flux	NOM	na	m
fabrications	NOM	na	f
fabrication	NOM	na	f
rechargeait	VER	ind:imp:3s;	na
rechargeais	VER	ind:imp:1s;	na
rechargeaient	VER	ind:imp:3p;	na
rechargea	VER	ind:pas:3s;	na
vérification	NOM	na	f
vérifications	NOM	na	f
mendiées	VER	par:pas;	f
mendiée	VER	par:pas;	f
mendia	VER	ind:pas:3s;	na
mendiaient	VER	ind:imp:3p;	na
mendiais	VER	ind:imp:1s;ind:imp:2s;	na
bipés	VER	par:pas;	m
bipais	VER	ind:imp:1s;	na
blacks	NOM	na	m
black	NOM	na	m
biper	VER	inf;	na
biperait	VER	cnd:pre:3s;	na
bipes	VER	ind:pre:2s;	na
bipez	VER	imp:pre:2p;ind:pre:2p;	na
bipé	VER	par:pas;	m
biperai	VER	ind:fut:1s;	na
explosives	ADJ	na	f
bipée	VER	par:pas;	f
explosive	ADJ	na	f
bipe	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	na
explosif	ADJ	na	m
explosifs	ADJ	na	m
foncé	ADJ	na	m
enquêteur	NOM	na	m
décret	NOM	na	m
enquêteurs	NOM	na	m
enquêtrices	NOM	na	f
suspensions	NOM	na	f
adoption	NOM	na	f
adoptions	NOM	na	f
décrets	NOM	na	m
foncés	ADJ	na	m
foncées	ADJ	na	f
foncée	ADJ	na	f
enquêteuse	NOM	na	f
suspension	NOM	na	f
cannibales	NOM	na	na
cannibale	NOM	na	na
reconstituent	VER	ind:pre:3p;	na
spécialisait	VER	ind:imp:3s;	na
reconstituaient	VER	ind:imp:3p;	na
libérées	ADJ	na	f
reconstitua	VER	ind:pas:3s;	na
rapide	NOM	na	na
rapides	NOM	na	na
spécialise	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	na
spécialisant	VER	par:pre;	na
spécialisaient	VER	ind:imp:3p;	na
reconstituait	VER	ind:imp:3s;	na
kiosque	NOM	na	m
kiosques	NOM	na	m
spécialisa	VER	ind:pas:3s;	na
libéré	ADJ	na	m
libérée	ADJ	na	f
libérés	ADJ	na	m
reconstituer	VER	inf;	na
reconstituais	VER	ind:imp:1s;ind:imp:2s;	na
spécialisés	VER	par:pas;	m
spécialiser	VER	inf;	na
reconstitueraient	VER	cnd:pre:3p;	na
reconstituerais	VER	cnd:pre:1s;	na
reconstituerait	VER	cnd:pre:3s;	na
reconstituerons	VER	ind:fut:1p;	na
reconstitues	VER	ind:pre:2s;	na
reconstitue	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	na
spécialisé	VER	par:pas;	m
reconstituâmes	VER	ind:pas:1p;	na
reconstitués	VER	par:pas;	m
reconstituant	VER	par:pre;	na
spécialisée	VER	par:pas;	f
spécialisées	VER	par:pas;	f
reconstituât	VER	sub:imp:3s;	na
reconstitué	VER	par:pas;	m
reconstituée	VER	par:pas;	f
reconstituées	VER	par:pas;	f
reconstituons	VER	imp:pre:1p;ind:pre:1p;	na
strip-teases	NOM	na	m
strip-tease	NOM	na	m
lancer	NOM	na	m
entre-temps	ADV	na	na
lancers	NOM	na	m
doc	NOM	na	m
amiral	ADJ	na	m
pèlerin	NOM	na	m
pèlerine	NOM	na	f
pèlerines	NOM	na	f
pèlerins	NOM	na	m
rébellions	NOM	na	f
rébellion	NOM	na	f
symbiote	NOM	na	m
amirale	ADJ	na	f
symbiotes	NOM	na	m
schémas	NOM	na	m
bricolent	VER	ind:pre:3p;	na
bricole	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	na
bricolant	VER	par:pre;	na
dévouement	NOM	na	m
schéma	NOM	na	m
bricoles	VER	ind:pre:2s;	na
bricolait	VER	ind:imp:3s;	na
bricolais	VER	ind:imp:1s;ind:imp:2s;	na
bricoler	VER	inf;	na
comptable	ADJ	na	na
bricolez	VER	ind:pre:2p;	na
comptables	ADJ	na	na
bricolons	VER	ind:pre:1p;	na
dévouements	NOM	na	m
bricolé	VER	par:pas;	m
bricolée	VER	par:pas;	f
bricolées	VER	par:pas;	f
bricolés	VER	par:pas;	m
contribution	NOM	na	f
contributions	NOM	na	f
baratin	NOM	na	m
embarquement	NOM	na	m
embarquements	NOM	na	m
baratins	NOM	na	m
bricolaient	VER	ind:imp:3p;	na
bricola	VER	ind:pas:3s;	na
vendu	NOM	na	m
vendue	NOM	na	f
vendues	NOM	na	f
vendus	NOM	na	m
minorité	NOM	na	f
minorités	NOM	na	f
rejetés	ADJ	na	m
rejetées	ADJ	na	f
rejetée	ADJ	na	f
rejeté	ADJ	na	m
écorchent	VER	ind:pre:3p;	na
décampé	VER	par:pas;	m
décampons	VER	imp:pre:1p;	na
écorchera	VER	ind:fut:3s;	na
écorcher	VER	inf;	na
écorcherai	VER	ind:fut:1s;	na
écorche	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	na
écorcherait	VER	cnd:pre:3s;	na
écorchant	VER	par:pre;	na
décampez	VER	imp:pre:2p;	na
décampes	VER	ind:pre:2s;	na
écorcherais	VER	cnd:pre:1s;	na
écorchée	VER	par:pas;	f
écorcheront	VER	ind:fut:3p;	na
écorchez	VER	imp:pre:2p;ind:pre:2p;	na
écorchiez	VER	ind:imp:2p;	na
écorchions	VER	ind:imp:1p;	na
écorché	VER	par:pas;	m
écorchait	VER	ind:imp:3s;	na
écorchées	VER	par:pas;	f
vainqueur	ADJ	na	m
vainqueurs	ADJ	na	m
écorchés	VER	par:pas;	m
décamperont	VER	ind:fut:3p;	na
inventaire	NOM	na	m
décamperais	VER	cnd:pre:1s;	na
décampe	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	na
strip-teaseur	NOM	na	m
écorchais	VER	ind:imp:1s;	na
strip-teaseurs	NOM	na	m
strip-teaseuse	NOM	na	f
strip-teaseuses	NOM	na	f
habituellement	ADV	na	na
souriants	ADJ	na	m
souriantes	ADJ	na	f
souriante	ADJ	na	f
souriant	ADJ	na	m
décampait	VER	ind:imp:3s;	na
décampa	VER	ind:pas:3s;	na
décampent	VER	ind:pre:3p;	na
décampera	VER	ind:fut:3s;	na
écorchaient	VER	ind:imp:3p;	na
initiales	NOM	na	f
écorcha	VER	ind:pas:3s;	na
initiale	NOM	na	f
décamper	VER	inf;	na
inventaires	NOM	na	m
employeurs	NOM	na	m
boulangerie	NOM	na	f
puissant	NOM	na	m
séparément	ADV	na	na
puissants	NOM	na	m
employeur	NOM	na	m
coyote	NOM	na	m
coyotes	NOM	na	m
boulangeries	NOM	na	f
pacificateur	NOM	na	m
pacificatrice	NOM	na	f
beurk	ONO	na	na
limaces	NOM	na	f
pacificateurs	NOM	na	m
limace	NOM	na	f
bouillon	NOM	na	m
cavales	NOM	na	f
chouette	ONO	na	na
laissez-passer	NOM	na	m
mutuelle	ADJ	na	f
bouillons	NOM	na	m
huîtres	NOM	na	f
huître	NOM	na	f
mutuelles	ADJ	na	f
saccagea	VER	ind:pas:3s;	na
pacifiques	ADJ	na	na
homes	NOM	na	m
pacifique	ADJ	na	na
mutuel	ADJ	na	m
cavale	NOM	na	f
mutuels	ADJ	na	m
chemisiers	NOM	na	m
chemisier	NOM	na	m
home	NOM	na	m
saccage	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	na
saccagées	VER	par:pas;	f
saccagé	VER	par:pas;	m
saccageraient	VER	cnd:pre:3p;	na
saccager	VER	inf;	na
saccagée	VER	par:pas;	f
saccageons	VER	imp:pre:1p;	na
saccagent	VER	ind:pre:3p;	na
saccagés	VER	par:pas;	m
saccageant	VER	par:pre;	na
saccageait	VER	ind:imp:3s;	na
saccageais	VER	ind:imp:1s;	na
saccagiez	VER	ind:imp:2p;	na
saccagèrent	VER	ind:pas:3p;	na
saccagez	VER	imp:pre:2p;ind:pre:2p;	na
saccages	VER	ind:pre:2s;	na
passives	ADJ	na	f
passive	ADJ	na	f
passif	ADJ	na	m
saccageaient	VER	ind:imp:3p;	na
passifs	ADJ	na	m
mobilisait	VER	ind:imp:3s;	na
mobilisés	VER	par:pas;	m
mobilisant	VER	par:pre;	na
mobilise	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	na
savants	ADJ	na	m
mobiliserons	VER	ind:fut:1p;	na
mobilisez	VER	imp:pre:2p;ind:pre:2p;	na
mobilisent	VER	ind:pre:3p;	na
mobiliser	VER	inf;	na
mobilisées	VER	par:pas;	f
mobilisée	VER	par:pas;	f
mobilisera	VER	ind:fut:3s;	na
mobilisé	VER	par:pas;	m
mobiliserait	VER	cnd:pre:3s;	na
mobilisions	VER	ind:imp:1p;	na
mobilisons	VER	ind:pre:1p;	na
aspirations	NOM	na	f
savantes	ADJ	na	f
mobilisaient	VER	ind:imp:3p;	na
savant	ADJ	na	m
composition	NOM	na	f
compositions	NOM	na	f
savante	ADJ	na	f
révisions	NOM	na	f
individuels	ADJ	na	m
individuelles	ADJ	na	f
individuelle	ADJ	na	f
individuel	ADJ	na	m
révision	NOM	na	f
croyant	ADJ	na	m
croyante	ADJ	na	f
croyantes	ADJ	na	f
croyants	ADJ	na	m
purement	ADV	na	na
rigolo	NOM	na	m
rigolos	NOM	na	m
mobilisais	VER	ind:imp:1s;	na
proximité	NOM	na	f
mobilisa	VER	ind:pas:3s;	na
aspiration	NOM	na	f
protecteur	ADJ	na	m
loup-garou	NOM	na	m
raids	NOM	na	m
raid	NOM	na	m
au-delà	NOM	na	m
adoptif	ADJ	na	m
adoptifs	ADJ	na	m
adoptive	ADJ	na	f
must	NOM	na	m
distraction	NOM	na	f
distractions	NOM	na	f
adoptives	ADJ	na	f
loups-garous	NOM	na	m
frite	ADJ	na	f
confrères	NOM	na	m
protecteurs	ADJ	na	m
protectrice	ADJ	na	f
confrère	NOM	na	m
frites	ADJ	na	f
protectrices	ADJ	na	f
préfectures	NOM	na	f
préfecture	NOM	na	f
défoncées	ADJ	na	f
clins	NOM	na	m
clin	NOM	na	m
défoncés	ADJ	na	m
défoncé	ADJ	na	m
défoncée	ADJ	na	f
boyards	NOM	na	m
anomalie	NOM	na	f
chouriez	VER	ind:imp:2p;	na
anomalies	NOM	na	f
acceptables	ADJ	na	na
chouré	VER	par:pas;	m
chourée	VER	par:pas;	f
choure	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	na
choura	VER	ind:pas:3s;	na
chourées	VER	par:pas;	f
chourent	VER	ind:pre:3p;	na
chourer	VER	inf;	na
remontes	NOM	na	f
boyard	NOM	na	m
modesties	NOM	na	f
modestie	NOM	na	f
remonte	NOM	na	f
pantins	NOM	na	m
pantin	NOM	na	m
prometteuses	ADJ	na	f
prometteuse	ADJ	na	f
prometteurs	ADJ	na	m
braguette	NOM	na	f
prometteur	ADJ	na	m
délégué	NOM	na	m
braguettes	NOM	na	f
déléguée	NOM	na	f
acceptable	ADJ	na	na
dunes	NOM	na	f
dune	NOM	na	f
étendue	NOM	na	f
délégués	NOM	na	m
étendues	NOM	na	f
fleuris	VER	imp:pre:2s;par:pas;	m
fleurissaient	VER	ind:imp:3p;	na
fleurisse	VER	sub:pre:3s;	na
tâte	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	na
tâtant	VER	par:pre;	na
blindées	ADJ	na	f
fleurissent	VER	ind:pre:3p;	na
fleurissiez	VER	ind:imp:2p;	na
infractions	NOM	na	f
infraction	NOM	na	f
consuls	NOM	na	m
fleuriraient	VER	cnd:pre:3p;	na
fleurissons	VER	ind:pre:1p;	na
fleurit	VER	ind:pre:3s;ind:pas:3s;	na
résumé	NOM	na	m
résumés	NOM	na	m
fleuriront	VER	ind:fut:3p;	na
blindée	ADJ	na	f
tâtait	VER	ind:imp:3s;	na
blindé	ADJ	na	m
fleurirent	VER	ind:pas:3p;	na
blindés	ADJ	na	m
tâterez	VER	ind:fut:2p;	na
moutardes	NOM	na	f
tâterai	VER	ind:fut:1s;	na
tâteras	VER	ind:fut:2s;	na
moutarde	NOM	na	f
tâtai	VER	ind:pas:1s;	na
fleurissant	VER	par:pre;	na
tâtera	VER	ind:fut:3s;	na
tâta	VER	ind:pas:3s;	na
tâtez	VER	imp:pre:2p;ind:pre:2p;	na
tâtiez	VER	ind:imp:2p;	na
fleuri	VER	par:pas;	m
fleurie	VER	par:pas;	f
fleuries	VER	par:pas;	f
tâtent	VER	ind:pre:3p;	na
fleurissait	VER	ind:imp:3s;	na
fleurira	VER	ind:fut:3s;	na
tâtèrent	VER	ind:pas:3p;	na
opium	NOM	na	m
tâter	VER	inf;	na
tâté	VER	par:pas;	m
locomotive	NOM	na	f
tâtés	VER	par:pas;	m
locomotives	NOM	na	f
fleurir	VER	inf;	na
tâtons	VER	imp:pre:1p;	na
tâtaient	VER	ind:imp:3p;	na
tâtais	VER	ind:imp:1s;	na
consul	NOM	na	m
suscitée	VER	par:pas;	f
végétarienne	ADJ	na	f
végétarien	ADJ	na	m
végétariens	ADJ	na	m
végétariennes	ADJ	na	f
suscites	VER	ind:pre:2s;	na
suscité	VER	par:pas;	m
suscitées	VER	par:pas;	f
suscités	VER	par:pas;	m
devance	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	na
dissolvent	VER	ind:pre:3p;	na
suscitais	VER	ind:imp:1s;ind:imp:2s;	na
dissolvant	VER	par:pre;	na
dissolvait	VER	ind:imp:3s;	na
devançait	VER	ind:imp:3s;	na
dissolvaient	VER	ind:imp:3p;	na
devançais	VER	ind:imp:1s;	na
devancez	VER	imp:pre:2p;ind:pre:2p;	na
devançaient	VER	ind:imp:3p;	na
bancaire	ADJ	na	na
bancaires	ADJ	na	na
devança	VER	ind:pas:3s;	na
suscitaient	VER	ind:imp:3p;	na
suscita	VER	ind:pas:3s;	na
devancés	VER	par:pas;	m
devancée	VER	par:pas;	f
gratos	ADV	na	na
devancé	VER	par:pas;	m
devancèrent	VER	ind:pas:3p;	na
enseignant	NOM	na	m
microscopes	NOM	na	m
microscope	NOM	na	m
enseignante	NOM	na	f
différents	ADJ:ind	na	m
enseignantes	NOM	na	f
enseignants	NOM	na	m
abbayes	NOM	na	f
abbaye	NOM	na	f
devancent	VER	ind:pre:3p;	na
dissolve	VER	sub:pre:3s;	na
dissolves	VER	sub:pre:2s;	na
devançons	VER	imp:pre:1p;	na
susciteront	VER	ind:fut:3p;	na
susciterait	VER	cnd:pre:3s;	na
devancer	VER	inf;	na
devancerait	VER	cnd:pre:3s;	na
susciteraient	VER	cnd:pre:3p;	na
susciter	VER	inf;	na
devancerez	VER	ind:fut:2p;	na
la plupart de	ADJ:ind	na	na
suscitent	VER	ind:pre:3p;	na
dissoudra	VER	ind:fut:3s;	na
suscitant	VER	par:pre;	na
suscite	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	na
devançant	VER	par:pre;	na
dissoudront	VER	ind:fut:3p;	na
dissoudrai	VER	ind:fut:1s;	na
dissoudrait	VER	cnd:pre:3s;	na
dissoudre	VER	inf;	na
suscitait	VER	ind:imp:3s;	na
dissous	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;par:pas;par:pas;	m
dissout	VER	ind:pre:3s;	na
limousin	NOM	na	m
limousine	NOM	na	f
licenciements	NOM	na	m
licenciement	NOM	na	m
embouteillages	NOM	na	m
embouteillage	NOM	na	m
vétérinaires	NOM	na	na
vétérinaire	NOM	na	na
limousines	NOM	na	f
iris	NOM	na	m
fentes	NOM	na	f
fente	NOM	na	f
sédatif	NOM	na	m
sédatifs	NOM	na	m
coquines	ADJ	na	f
ensorcelées	VER	par:pas;	f
expérimentons	VER	imp:pre:1p;ind:pre:1p;	na
morbides	ADJ	na	na
morbide	ADJ	na	na
expérimenté	VER	par:pas;	m
ensorcelaient	VER	ind:imp:3p;	na
ensorcelant	VER	par:pre;	na
expérimentée	VER	par:pas;	f
ensorcelée	VER	par:pas;	f
expérimentez	VER	imp:pre:2p;ind:pre:2p;	na
expérimentées	VER	par:pas;	f
ensorceler	VER	inf;	na
expérimentai	VER	ind:pas:1s;	na
expérimentés	VER	par:pas;	m
soixante	ADJ:num	na	na
embrasses	NOM	na	f
expérimentiez	VER	ind:imp:2p;	na
expérimenteras	VER	ind:fut:2s;	na
expérimentaient	VER	ind:imp:3p;	na
coquins	ADJ	na	m
peinarde	ADJ	na	f
atrocités	NOM	na	f
atrocité	NOM	na	f
peinardes	ADJ	na	f
lustre	NOM	na	m
pupille	NOM	na	na
crédibles	ADJ	na	na
crédible	ADJ	na	na
pupilles	NOM	na	na
lustres	NOM	na	m
peinards	ADJ	na	m
expérimentait	VER	ind:imp:3s;	na
expérimentant	VER	par:pre;	na
expérimente	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	na
expérimentent	VER	ind:pre:3p;	na
expérimenter	VER	inf;	na
coquin	ADJ	na	m
coquine	ADJ	na	f
ensorcelés	VER	par:pas;	m
embrasse	NOM	na	f
expérimenta	VER	ind:pas:3s;	na
peinard	ADJ	na	m
ensorcelles	VER	ind:pre:2s;	na
ensorcelé	VER	par:pas;	m
ensorcelez	VER	ind:pre:2p;	na
arrogance	NOM	na	f
ensorcelle	VER	ind:pre:3s;	na
ensorcellent	VER	ind:pre:3p;	na
expérimentais	VER	ind:imp:1s;	na
impures	ADJ	na	f
oriente	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	na
crèche	NOM	na	f
orientant	VER	par:pre;	na
orientait	VER	ind:imp:3s;	na
orientais	VER	ind:imp:1s;	na
impur	ADJ	na	m
impure	ADJ	na	f
orientaient	VER	ind:imp:3p;	na
impurs	ADJ	na	m
orientai	VER	ind:pas:1s;	na
orienta	VER	ind:pas:3s;	na
évaluation	NOM	na	f
collisions	NOM	na	f
collision	NOM	na	f
évaluations	NOM	na	f
hétéro	ADJ	na	na
réciproque	ADJ	na	na
réciproques	ADJ	na	na
orientent	VER	ind:pre:3p;	na
crèches	NOM	na	f
orienter	VER	ind:pre:2p;inf;	na
orientez	VER	imp:pre:2p;ind:pre:2p;	na
orientés	VER	par:pas;	m
orientées	VER	par:pas;	f
orientée	VER	par:pas;	f
hétéros	ADJ	na	na
orientèrent	VER	ind:pas:3p;	na
orienté	VER	par:pas;	m
orienterait	VER	cnd:pre:3s;	na
orienterai	VER	ind:fut:1s;	na
orienterez	VER	ind:fut:2p;	na
entasse	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	na
ignorante	ADJ	na	f
entassent	VER	ind:pre:3p;	na
entassera	VER	ind:fut:3s;	na
entassèrent	VER	ind:pas:3p;	na
ignorant	ADJ	na	m
sujet	ADJ	na	m
ignorantes	ADJ	na	f
rentrée	NOM	na	f
ignorants	ADJ	na	m
pancarte	NOM	na	f
entassant	VER	par:pre;	na
live	ADJ	na	na
rentrées	NOM	na	f
entassâmes	VER	ind:pas:1p;	na
pancartes	NOM	na	f
entassé	VER	par:pas;	m
string	NOM	na	m
strings	NOM	na	m
entassée	VER	par:pas;	f
hutte	NOM	na	f
entassées	VER	par:pas;	f
entassez	VER	imp:pre:2p;	na
entassions	VER	ind:imp:1p;	na
entassés	VER	par:pas;	m
entassons	VER	ind:pre:1p;	na
entassait	VER	ind:imp:3s;	na
entasser	VER	inf;	na
huttes	NOM	na	f
entasseront	VER	ind:fut:3p;	na
sujets	ADJ	na	m
entasseraient	VER	cnd:pre:3p;	na
plouc	NOM	na	m
sphères	NOM	na	f
sujettes	ADJ	na	f
sujette	ADJ	na	f
sphère	NOM	na	f
galas	NOM	na	m
découverte	VER	par:pas;	f
entassa	VER	ind:pas:3s;	na
ploucs	NOM	na	m
découvertes	VER	par:pas;	f
entasserait	VER	cnd:pre:3s;	na
entassaient	VER	ind:imp:3p;	na
gala	NOM	na	m
plongeurs	NOM	na	m
masturbais	VER	ind:imp:1s;ind:imp:2s;	na
flagrants	ADJ	na	m
outrage	NOM	na	m
net	ADV	na	na
outrages	NOM	na	m
masturbé	VER	par:pas;	m
plongeur	NOM	na	m
plongeuse	NOM	na	f
photocopies	NOM	na	f
flagrantes	ADJ	na	f
masturbée	VER	par:pas;	f
masturber	VER	inf;	na
plongeuses	NOM	na	f
flagrante	ADJ	na	f
flagrant	ADJ	na	m
photocopie	NOM	na	f
masturbait	VER	ind:imp:3s;	na
masturbés	VER	par:pas;	m
masturbant	VER	par:pre;	na
masturbez	VER	ind:pre:2p;	na
masturbent	VER	ind:pre:3p;	na
masturbe	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	na
maintenance	NOM	na	f
masturberas	VER	ind:fut:2s;	na
éblouirait	VER	cnd:pre:3s;	na
éblouis	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;par:pas;	m
mitraillette	NOM	na	f
spectaculaires	ADJ	na	na
spectaculaire	ADJ	na	na
mitraillettes	NOM	na	f
éblouissions	VER	ind:imp:1p;	na
éblouirent	VER	ind:pas:3p;	na
éblouit	VER	ind:pre:3s;ind:pas:3s;	na
éblouissant	VER	par:pre;	na
éblouissez	VER	imp:pre:2p;ind:pre:2p;	na
éblouissait	VER	ind:imp:3s;	na
éblouissaient	VER	ind:imp:3p;	na
assise	NOM	na	f
décidément	ADV	na	na
clientèle	NOM	na	f
clochards	NOM	na	m
clochardes	NOM	na	f
clocharde	NOM	na	f
clochard	NOM	na	m
clientèles	NOM	na	f
sardine	NOM	na	f
sardines	NOM	na	f
assises	NOM	na	f
éblouirez	VER	ind:fut:2p;	na
immorales	ADJ	na	f
portugaise	ADJ	na	f
éblouira	VER	ind:fut:3s;	na
portugaises	ADJ	na	f
radieux	ADJ	na	m
éblouisse	VER	sub:pre:3s;	na
radieuses	ADJ	na	f
orchidée	NOM	na	f
orchidées	NOM	na	f
radieuse	ADJ	na	f
immorale	ADJ	na	f
immoral	ADJ	na	m
éblouies	VER	par:pas;	f
portugais	ADJ	na	m
éblouir	VER	inf;	na
éblouisses	VER	sub:pre:2s;	na
éblouie	VER	par:pas;	f
ébloui	VER	par:pas;	m
éblouissent	VER	ind:pre:3p;	na
éblouirai	VER	ind:fut:1s;	na
immoraux	ADJ	na	m
énervées	ADJ	na	f
dentifrices	NOM	na	m
percuterait	VER	cnd:pre:3s;	na
hollandais	ADJ	na	m
percutait	VER	ind:imp:3s;	na
hollandaise	ADJ	na	f
dentifrice	NOM	na	m
percuta	VER	ind:pas:3s;	na
axis	NOM	na	m
hollandaises	ADJ	na	f
percutez	VER	imp:pre:2p;ind:pre:2p;	na
percutes	VER	ind:pre:2s;	na
énervé	ADJ	na	m
énervée	ADJ	na	f
accessoire	NOM	na	m
accessoires	NOM	na	m
fainéante	NOM	na	f
porter	NOM	na	m
fainéants	NOM	na	m
éviers	NOM	na	m
percuter	VER	inf;	na
franco	ADV	na	na
fainéantes	NOM	na	f
énervés	ADJ	na	m
percutés	VER	par:pas;	m
ascension	NOM	na	f
percutées	VER	par:pas;	f
percutée	VER	par:pas;	f
percuté	VER	par:pas;	m
évier	NOM	na	m
percutent	VER	ind:pre:3p;	na
percute	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	na
fainéant	NOM	na	m
percutant	VER	par:pre;	na
ascensions	NOM	na	f
répit	NOM	na	m
répits	NOM	na	m
entraidant	VER	par:pre;	na
entraide	VER	ind:pre:3s;	na
procès-verbal	NOM	na	m
tracteurs	NOM	na	m
procès-verbaux	NOM	na	m
entraidait	VER	ind:imp:3s;	na
entraider	VER	inf;	na
tracteur	NOM	na	m
entraident	VER	ind:pre:3p;	na
frémirait	VER	cnd:pre:3s;	na
assemblés	VER	par:pas;	m
bruts	ADJ	na	m
épuisée	ADJ	na	f
assemblera	VER	ind:fut:3s;	na
frémi	VER	par:pas;	m
entraidés	VER	par:pas;	m
assembler	VER	inf;	na
dictatures	NOM	na	f
brutes	ADJ	na	f
assemblait	VER	ind:imp:3s;	na
totaux	NOM	na	m
total	NOM	na	m
entraidez	VER	imp:pre:2p;	na
frémiront	VER	ind:fut:3p;	na
assemblent	VER	ind:pre:3p;	na
épuisé	ADJ	na	m
assemblées	VER	par:pas;	f
dictature	NOM	na	f
assemblée	VER	par:pas;	f
assemblé	VER	par:pas;	m
assemblons	VER	imp:pre:1p;ind:pre:1p;	na
assemble	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	na
assemblez	VER	imp:pre:2p;ind:pre:2p;	na
assemblant	VER	par:pre;	na
frémirent	VER	ind:pas:3p;	na
frémir	VER	inf;	na
frémis	VER	ind:pre:1s;ind:pre:2s;par:pas;	m
entraidiez	VER	ind:imp:2p;	na
brut	ADJ	na	m
assemblaient	VER	ind:imp:3p;	na
orientations	NOM	na	f
orientation	NOM	na	f
épuisés	ADJ	na	m
frémissaient	VER	ind:imp:3p;	na
épuisées	ADJ	na	f
assembla	VER	ind:pas:3s;	na
brute	ADJ	na	f
assemblerez	VER	ind:fut:2p;	na
entraidons	VER	ind:pre:1p;	na
frémissent	VER	ind:pre:3p;	na
frémissais	VER	ind:imp:1s;	na
frémissait	VER	ind:imp:3s;	na
frayeurs	NOM	na	f
frémisse	VER	sub:pre:3s;	na
frémissant	VER	par:pre;	na
frémissez	VER	ind:pre:2p;	na
frémit	VER	ind:pre:3s;ind:pas:3s;	na
frayeur	NOM	na	f
bénéficièrent	VER	ind:pas:3p;	na
bénéficiât	VER	sub:imp:3s;	na
moisi	VER	par:pas;	m
bénéficions	VER	ind:pre:1p;	na
bénéficiez	VER	imp:pre:2p;ind:pre:2p;	na
dérapaient	VER	ind:imp:3p;	na
bénéficies	VER	ind:pre:2s;	na
moisie	VER	par:pas;	f
moisies	VER	par:pas;	f
bénéficierons	VER	ind:fut:1p;	na
bénéficié	VER	par:pas;	m
dérapai	VER	ind:pas:1s;	na
bénéficierez	VER	ind:fut:2p;	na
bénéficiais	VER	ind:imp:1s;	na
fracassa	VER	ind:pas:3s;	na
dérapa	VER	ind:pas:3s;	na
fracassaient	VER	ind:imp:3p;	na
moisira	VER	ind:fut:3s;	na
ecstasy	NOM	na	m
bénéficia	VER	ind:pas:3s;	na
bénéficiaient	VER	ind:imp:3p;	na
bénéficiait	VER	ind:imp:3s;	na
bénéficierait	VER	cnd:pre:3s;	na
bénéficiant	VER	par:pre;	na
bénéficie	VER	ind:pre:1s;ind:pre:3s;	na
bénéficient	VER	ind:pre:3p;	na
bénéficier	VER	inf;	na
bénéficiera	VER	ind:fut:3s;	na
bénéficierai	VER	ind:fut:1s;	na
bénéficierais	VER	cnd:pre:1s;cnd:pre:2s;	na
moisir	VER	inf;	na
dérapent	VER	ind:pre:3p;	na
moisirai	VER	ind:fut:1s;	na
décisif	ADJ	na	m
congèlerais	VER	cnd:pre:1s;	na
congèlera	VER	ind:fut:3s;	na
déraper	VER	inf;	na
dérape	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	na
dérapant	VER	par:pre;	na
congèle	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	na
fumeur	NOM	na	m
fumeurs	NOM	na	m
fumeuse	NOM	na	f
fumeuses	NOM	na	f
fracassés	VER	par:pas;	m
fracassées	VER	par:pas;	f
fracassée	VER	par:pas;	f
dérapait	VER	ind:imp:3s;	na
congelés	VER	par:pas;	m
étrangement	ADV	na	na
décisifs	ADJ	na	m
fracassé	VER	par:pas;	m
moisiraient	VER	cnd:pre:3p;	na
dérapé	VER	par:pas;	m
dérapez	VER	imp:pre:2p;ind:pre:2p;	na
dérapes	VER	ind:pre:2s;	na
déraperont	VER	ind:fut:3p;	na
tièdes	ADJ	na	na
tiède	ADJ	na	na
carrés	NOM	na	m
martinis	NOM	na	m
martini	NOM	na	m
sauna	NOM	na	m
saunas	NOM	na	m
carré	NOM	na	m
croissant	NOM	na	m
croissants	NOM	na	m
décisives	ADJ	na	f
congelées	VER	par:pas;	f
décisive	ADJ	na	f
fracassât	VER	sub:imp:3s;	na
fracassait	VER	ind:imp:3s;	na
congeler	VER	inf;	na
congelant	VER	par:pre;	na
